-0.524855	-2.39352	0.214193	0.976791	2.45039	-0.215865
0.184826	-1.92398	-0.0956243	0.995417	1.93283	0.0957706
0.136528	0.0131286	-0.995408	-0.0957198	0.137158	1.66666
0.146211	-1.43515	-0.101354	0.99485	1.44258	0.101528
4.61037	-0.646905	-0.990299	0.138954	4.65553	1.43139
0.139999	-1.42569	-0.0977275	0.995213	1.43255	0.0978838
-0.0727812	1.00196	0.0724477	-0.997372	1.0046	-3.06908
0.739752	0.0880946	-0.992984	-0.118251	0.744979	1.68932
0.224615	1.4155	-0.156722	-0.987643	1.43321	2.98422
-0.410747	1.19518	0.325012	-0.94571	1.26379	-2.81057
0.358663	1.27502	-0.270791	-0.962638	1.3245	2.86738
0.563901	1.34873	-0.385741	-0.922607	1.46187	2.74558
-0.631684	1.7851	0.333594	-0.942717	1.89357	-2.80148
0.496648	0.60359	-0.635382	-0.772198	0.781651	2.45309
-0.184206	1.83578	0.0998411	-0.995003	1.845	-3.04158
-1.7387	0.372353	0.977828	-0.209408	1.77812	-1.78177
