-2.15693	-0.667232	0.955335	0.295526	2.25778	-1.27079
0.103996	-2.3502	-0.0442064	0.999022	2.3525	0.0442208
0.563432	-1.82545	-0.294925	0.95552	1.91042	0.299377
0.216403	0.0529301	-0.971366	-0.237587	0.222782	1.81068
0.413989	-1.36424	-0.290381	0.956911	1.42567	0.294625
-0.267491	0.99087	0.260626	-0.96544	1.02634	-2.87792
0.741913	0.267649	-0.940661	-0.339348	0.788715	1.91702
-0.106134	1.44079	0.0734647	-0.997298	1.44469	-3.06806
-0.587627	1.18806	0.443346	-0.896351	1.32544	-2.68226
0.398424	1.07318	-0.348044	-0.937478	1.14475	2.78611
0.28417	1.43353	-0.194447	-0.980913	1.46142	2.9459
-0.92098	1.65703	0.485806	-0.874066	1.89578	-2.63431
-0.161901	1.61616	0.0996775	-0.99502	1.62425	-3.04175
