-0.0220567	-1.03073	0.0213943	0.999771	1.03096	-0.021396	-0.876116	-1.01245	-0.788728	-1.01432
-0.862684	-0.067375	0.996964	0.0778622	0.865311	-1.49286	-0.788728	-1.01432	-0.750878	-1.49896
-1.20261	-0.885377	0.805297	0.592871	1.49337	-0.936176	-0.750878	-1.49896	-0.632318	-1.66
-0.0594947	-1.75625	0.0338566	0.999427	1.75726	-0.0338631	0.0512603	-1.76	1.17654	-1.79812
1.42646	-1.57123	-0.672173	0.740394	2.12216	0.737139	1.17654	-1.79812	1.23254	-1.74728
0.838054	0.172232	-0.979528	-0.201307	0.855568	1.77349	1.23254	-1.74728	1.18595	-1.52058
0.950699	-1.65566	-0.497957	0.867202	1.9092	0.521241	1.18595	-1.52058	1.23783	-1.49079
1.24323	-0.00451863	-0.999993	0.00363458	1.24324	1.56716	1.23783	-1.49079	1.24	-0.893761
-0.069568	-0.776423	0.0892432	0.99601	0.779532	-0.0893621	1.24	-0.893761	1.28	-0.897345
0.0113399	1.09338	-0.0103709	-0.999946	1.09344	3.13122	2.01507	1.0726	1.64	1.07649
1.64	0	-1	0	1.64	1.5708	1.64	1.07649	1.64	1.47868
1.88454	1.0322	-0.877059	-0.480382	2.14871	2.07189	1.64	1.47868	1.49687	1.74
0.019434	1.75635	-0.0110643	-0.999939	1.75646	3.13053	1.49687	1.74	0.868759	1.74695
0.858845	-0.00486052	-0.999984	0.00565945	0.858858	1.56514	0.868759	1.74695	0.872873	2.47387
