-0.00370693	-1.93526	0.00191544	0.999998	1.93526	-0.00191544
0.136874	-0.000595808	-0.999991	0.00435353	0.136876	1.56644
-0.00116165	-1.44283	0.000805111	1	1.44283	-0.000805111
4.52305	-1.10372	-0.971494	0.237066	4.65577	1.33145
0.0177832	-1.49662	-0.0118815	0.999929	1.49672	0.0118818
0.00611985	0.984503	-0.00621606	-0.999981	0.984522	3.13538
0.762828	0.0258557	-0.999426	-0.0338751	0.763266	1.60468
0.457649	1.36076	-0.318773	-0.947831	1.43566	2.81716
-0.182166	1.29825	0.138955	-0.990299	1.31097	-3.00219
0.667755	0.952929	-0.573869	-0.818947	1.1636	2.53037
0.688572	1.26365	-0.478481	-0.878098	1.43908	2.64267
-0.494502	0.034335	0.997598	-0.0692666	0.495693	-1.64012
0.281883	1.66937	-0.166499	-0.986042	1.693	2.97431
0	1.84	-0	-1	1.84	3.14159
-1.65133	0.433732	0.967194	-0.25404	1.70734	-1.82765
