0	-1.02	-0	1	1.02	0	-0.573813	-1.02	-0.488854	-1.02
-0.56712	-0.0455503	0.99679	0.0800608	0.568947	-1.49065	-0.488854	-1.02	-0.449628	-1.50838
-0.987332	-0.559485	0.870023	0.49301	1.13483	-1.05525	-0.449628	-1.50838	-0.341044	-1.7
0	-1.76	-0	1	1.76	0	0.331812	-1.76	0.993489	-1.76
-0.477014	-1.15009	0.383115	0.923701	1.24509	-0.393166	0.993489	-1.76	1.08993	-1.8
0.132506	-1.86792	-0.0707598	0.997493	1.87261	0.070819	1.08993	-1.8	1.54103	-1.768
0.982668	0.269317	-0.964435	-0.26432	1.01891	1.8383	1.54103	-1.768	1.48116	-1.54955
1.33611	-1.66589	-0.625666	0.780091	2.1355	0.675985	1.48116	-1.54955	1.54	-1.50236
1.58757	-0.052073	-0.999462	0.0327827	1.58842	1.53801	1.54	-1.50236	1.56	-0.892609
0.000316858	1.07712	-0.000294167	-1	1.07712	3.1413	2.28	1.07645	1.94	1.07655
1.94	0	-1	0	1.94	1.5708	1.94	1.07655	1.94	1.47705
2.10258	1.18971	-0.870333	-0.492464	2.41584	2.08572	1.94	1.47705	1.79406	1.73497
0.0196062	1.7548	-0.0111723	-0.999938	1.75491	3.13042	1.79406	1.73497	1.18365	1.74179
1.22578	0.0301722	-0.999697	-0.0246072	1.22615	1.59541	1.18365	1.74179	1.16618	2.45153
-1.13607	-0.00656009	0.999983	0.0057743	1.13609	-1.56502	-1.14753	1.9787	-1.14492	1.52671
-1.34886	0.20872	0.988239	-0.152918	1.36492	-1.72432	-1.14492	1.52671	-1.19538	1.20061
